,카테고리,유사도,빈도,드라마,코미디,액션,스릴러,로맨스,호러,판타지,미스터리,애니메이션,다큐멘터리,뮤지컬,전쟁,범죄,과학,모험,서부,가족,스포츠,역사,누아르
참혹,전쟁,0.57220066,1,0.08445038,0.07040906,0.29702842,0.09513812,0.08643457,0.29098517,0.013612404,0.1585492,-0.027612977,0.21139283,-0.04585608,0.57220066,0.47754905,0.21917115,0.37609783,0.28760606,0.3384714,-0.033349376,0.35493526,0.30348372
역사,역사,1.0,1,0.36530808,0.27549502,0.4450585,0.1743249,0.25276092,0.4753075,0.27104867,0.3278459,0.32496253,0.3757327,0.28072968,0.58550143,0.4520229,0.67089677,0.5034326,0.47562355,0.44683713,0.31210536,1.0,0.2682573
공동체,가족,0.452039,1,0.1776696,0.24372618,0.18977028,0.20449604,0.29886645,0.172468,0.34535715,0.16903903,0.2130476,0.28562596,0.21429083,0.28332454,0.25540748,0.349523,0.25888202,0.2946876,0.452039,0.23072341,0.3192243,0.25470993
세계인,판타지,0.4537782,1,0.3110758,0.25224474,0.1577241,0.2814714,0.34545353,0.23127519,0.4537782,0.39369318,0.1809983,0.28974223,0.27043065,0.23345491,0.19020331,0.32487988,0.31686077,0.20805608,0.25466388,0.21159212,0.2750284,0.2626548
상상,모험,0.6189924,1,0.25492224,0.30393538,0.43711782,0.26314583,0.37220588,0.48910192,0.4095869,0.3082341,0.26895207,0.25548077,0.25673756,0.41044417,0.44401196,0.4956812,0.6189924,0.22886293,0.4766648,0.14971521,0.3314857,0.28230208
존재,역사,0.44262627,1,0.12031418,0.111866444,0.35242316,0.097258925,0.16272643,0.29859126,0.23460883,0.24354841,0.15377848,0.0906954,0.10337039,0.36147836,0.41598248,0.3699845,0.358462,0.16563231,0.34465426,0.04155992,0.44262627,0.26952127
태양,가족,0.46227154,1,0.26987606,0.108346075,0.33834064,0.095728345,0.22032294,0.30176166,0.22533734,0.17027979,0.2230802,0.3191054,0.2776613,0.36144057,0.29313436,0.40475154,0.36843383,0.23141013,0.46227154,0.22613876,0.3324355,0.3502537
기력,액션,0.5132621,1,0.090001,0.116463594,0.5132621,0.09799465,0.21600984,0.3733661,0.22531919,0.09476117,0.14424345,0.014274898,0.12848245,0.42831802,0.27505556,0.40017712,0.42035714,0.22300218,0.3681381,0.12087506,0.34379196,0.1191712
순간,액션,0.4295233,3,0.19192131,0.1368786,0.4295233,0.2501809,0.2679126,0.2642608,0.1749609,0.19393194,0.07759948,0.15141788,0.09815746,0.36695275,0.27265587,0.34853828,0.3644324,0.24178988,0.21464181,0.035323307,0.33498892,0.19766986
당면,역사,0.39864093,1,0.089513265,0.12485791,0.3883411,0.11855063,0.15163578,0.27767104,0.031684663,0.10698096,0.1894633,0.16015239,0.057104327,0.38950142,0.37485924,0.3252633,0.34710634,0.27784365,0.3236744,-0.011289798,0.39864093,0.21126808
확인,역사,0.40688318,1,0.09323134,-0.01738546,0.2807401,0.06517752,0.069822825,0.19604243,0.024728298,0.14065118,0.04259514,0.093882605,0.0037561865,0.19462447,0.31361687,0.2595434,0.28868568,0.2645999,0.29972622,0.014284993,0.40688318,0.0668863
외국,역사,0.47435626,1,0.3668549,0.26111126,0.35233232,0.16278286,0.20541586,0.40897965,0.28527832,0.099471495,0.38472682,0.33359346,0.2839303,0.41763768,0.40446806,0.403261,0.36794934,0.3704414,0.36115363,0.30609936,0.47435626,0.28136566
유학,과학,0.47995192,1,0.3409592,0.24940543,0.32750875,0.18560106,0.26188123,0.39429232,0.24052471,0.25133273,0.18885326,0.24299592,0.34111512,0.4036932,0.30898583,0.47995192,0.36117795,0.30694935,0.4014007,0.25073168,0.40318444,0.17263396
코딩,과학,0.5555617,1,0.21470053,0.33276048,0.5010964,0.12011536,0.1388377,0.46687984,0.26322162,0.18619879,0.42421165,0.21541978,0.29417232,0.35006317,0.40457684,0.5555617,0.41103414,0.30618444,0.31539688,0.21366234,0.40874302,0.22983317
급박,범죄,0.4030114,1,-0.07630259,-0.07654749,0.16334203,0.037102293,-0.07386953,0.116590835,-0.101678446,0.010948176,-0.111274615,0.01639408,-0.094743274,0.29525527,0.4030114,0.16938564,0.17702669,0.120889105,0.14670259,-0.07699502,0.16983728,0.06744358
비교,역사,0.576585,1,0.22334152,0.16786547,0.32338527,0.08228787,0.14246188,0.3335005,0.13626532,0.085887894,0.22720246,0.28680182,0.12393634,0.31750163,0.28408173,0.3715756,0.300509,0.22726971,0.3556693,0.21376109,0.576585,0.23108697
결정,모험,0.38222915,2,0.1001204,0.1115541,0.2860521,0.0851715,0.17512736,0.2731045,0.13143446,0.19536917,0.21961576,0.089673035,0.07773477,0.33724836,0.30717823,0.27224746,0.38222915,0.18597852,0.31143048,0.060708504,0.33669728,0.25686583
피랍,전쟁,0.5096483,2,0.13675947,0.043545287,0.34056136,0.14211509,0.099782415,0.25728878,0.0010801858,0.22394201,0.07581083,0.3264188,0.014999779,0.5096483,0.50645053,0.32296646,0.3670698,0.30373675,0.46927643,-1.5757958e-05,0.34485126,0.19955616
한국인,가족,0.38084307,1,0.29872862,0.23581116,0.13502789,0.17199537,0.22839122,0.18018748,0.16628793,0.32709894,0.24878898,0.3133659,0.33953315,0.14533022,0.27395964,0.20840052,0.101130664,0.1719853,0.38084307,0.23912407,0.20556028,0.1728348
갑론을박,드라마,0.3342521,1,0.3342521,0.32697076,0.17216058,0.17515202,0.29094535,0.14829631,0.14428379,0.1986974,0.16333339,0.25074467,0.1716052,0.1889096,0.14601682,0.12113076,0.048477918,-0.0065654633,0.13327384,0.19227657,0.23445016,0.26465583
자원,과학,0.5599432,1,0.19670708,0.13699432,0.4194633,0.088916086,0.082314424,0.3261226,0.13974924,0.13292283,0.24814627,0.26685843,0.17256406,0.5044689,0.39810655,0.5599432,0.4711507,0.3680106,0.46042508,0.24246457,0.4850978,0.12810807
희생,전쟁,0.5101643,1,0.0888023,0.16475244,0.3700532,0.05592888,0.047395386,0.28616056,0.05298073,0.15864347,0.09830836,0.29140374,0.11203999,0.5101643,0.42267808,0.34382752,0.38128528,0.19857462,0.4944659,0.14112616,0.3444329,0.24024707
관련,과학,0.5780806,1,0.27220896,0.257265,0.43973905,0.16476242,0.19160464,0.34950596,0.28376687,0.21206251,0.34048048,0.25977927,0.20194307,0.46818224,0.44633582,0.5780806,0.41493198,0.30962193,0.3822083,0.38841945,0.55479544,0.20145823
내포,서부,0.3845069,1,0.0117078135,-0.028044725,0.14540444,0.008706274,0.11515754,0.17943394,0.13241267,0.06329995,-0.039827697,-0.024994325,-0.001203032,0.16987108,0.23703563,0.27465177,0.21441649,0.3845069,0.30115065,-0.036396537,0.32289293,0.20163135
타인,가족,0.5389541,1,0.200252,0.10366369,0.34077364,0.13498959,0.24995229,0.25256935,0.2086444,0.1459276,0.09807209,0.14519085,0.18859534,0.29032552,0.48072097,0.34100905,0.3628169,0.37806997,0.5389541,0.122223765,0.32165954,0.29145497
세상,가족,0.5031671,1,0.32029098,0.34621006,0.4204394,0.19831043,0.31593275,0.3985707,0.33243617,0.2586838,0.19352807,0.36300287,0.23228265,0.45473874,0.434234,0.4912352,0.47503105,0.3689878,0.5031671,0.18675981,0.4491755,0.29368553
희망,모험,0.5924285,1,0.23839103,0.18069954,0.3397969,0.14004266,0.30231526,0.3324896,0.24177517,0.25507674,0.1888046,0.25248098,0.24953754,0.43714258,0.37683952,0.36874563,0.5924285,0.37610435,0.51051474,0.10937968,0.36482143,0.18708012
집착,호러,0.42099676,1,0.17420304,0.2120149,0.3660896,0.17800981,0.2536698,0.42099676,0.2581639,0.1883579,0.11948518,0.12857705,0.13195163,0.3027408,0.40894854,0.24489896,0.369832,0.07763292,0.33422172,0.07288126,0.25785246,0.2970213
기대,모험,0.41105664,1,0.14520845,0.178404,0.3572039,0.10174409,0.23754667,0.36377335,0.20563471,0.10059541,0.18979879,0.08401495,0.20483017,0.2789809,0.28107122,0.19076028,0.41105664,0.12664145,0.3661902,0.05178174,0.2663758,0.1664138
이과,과학,0.6146939,1,0.22698261,0.23118423,0.37955743,0.14550982,0.21118057,0.48542,0.30216154,0.33812946,0.29148507,0.1106534,0.20482722,0.3653879,0.28396374,0.6146939,0.30596796,0.3438007,0.36101356,0.2056329,0.38275987,0.18422928
